發生年度,發生月份,發生日期,發生時間,事故類別名稱,處理單位名稱警局層,發生地點,天候名稱,光線名稱,道路類別-第1當事者-名稱,速限-第1當事者,道路型態大類別名稱,道路型態子類別名稱,事故位置大類別名稱,事故位置子類別名稱,路面狀況-路面鋪裝名稱,路面狀況-路面狀態名稱,路面狀況-路面缺陷名稱,道路障礙-障礙物名稱,道路障礙-視距品質名稱,道路障礙-視距名稱,號誌-號誌種類名稱,號誌-號誌動作名稱,車道劃分設施-分向設施大類別名稱,車道劃分設施-分向設施子類別名稱,車道劃分設施-分道設施-快車道或一般車道間名稱,車道劃分設施-分道設施-快慢車道間名稱,車道劃分設施-分道設施-路面邊線名稱,事故類型及型態大類別名稱,事故類型及型態子類別名稱,肇因研判大類別名稱-主要,肇因研判子類別名稱-主要,死亡受傷人數,當事者順位,當事者區分-類別-大類別名稱-車種,當事者區分-類別-子類別名稱-車種,當事者屬-性-別名稱,當事者事故發生時年齡,保護裝備名稱,行動電話或電腦或其他相類功能裝置名稱,當事者行動狀態大類別名稱,當事者行動狀態子類別名稱,車輛撞擊部位大類別名稱-最初,車輛撞擊部位子類別名稱-最初,車輛撞擊部位大類別名稱-其他,車輛撞擊部位子類別名稱-其他,肇因研判大類別名稱-個別,肇因研判子類別名稱-個別,肇事逃逸類別名稱-是否肇逃,經度,緯度
2024,1,20240101,095600,A1,屏東縣政府警察局,屏東縣新埤鄉台1線 422公里300.0公尺處北側,晴,有照明未開啟或故障,省道,40,單路部分,直路,其他,其他,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(附標記),快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,患病或服用藥物(疲勞)駕駛,死亡1;受傷0,1,機車,普通重型,男,19,戴非半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,患病或服用藥物(疲勞)駕駛,否,120.533531,22.505826
2024,1,20240101,095600,A1,屏東縣政府警察局,屏東縣新埤鄉台1線 422公里300.0公尺處北側,晴,有照明未開啟或故障,省道,40,單路部分,直路,其他,其他,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,中央分向島,窄式無柵欄,車道線(附標記),快慢車道分隔線,有,車輛本身,撞路樹,駕駛者,患病或服用藥物(疲勞)駕駛,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,120.533531,22.505826
2024,1,20240101,135600,A1,新北市政府警察局,新北市三峽區三樹路 / 新北市三峽區龍埔路,晴,無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,起步時未注意安全,死亡1;受傷1,1,大客車,營業用,男,57,繫安全帶(使用幼童安全椅),未使用,車的狀態,起步,汽車,左後車尾(身),,,駕駛者,起步時未注意安全,否,121.387116,24.938925
2024,1,20240101,135600,A1,新北市政府警察局,新北市三峽區三樹路 / 新北市三峽區龍埔路,晴,無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,起步時未注意安全,死亡1;受傷1,2,機車,普通重型,男,45,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,前車頭,,,駕駛者,未依規定減速,否,121.387116,24.938925
2024,1,20240101,135600,A1,新北市政府警察局,新北市三峽區三樹路 / 新北市三峽區龍埔路,晴,無照明,市區道路,30,交岔路,三岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,中央分向島,寬式(50公分以上),未繪設車道線,快慢車道分隔線,有,車與車,路口交岔撞,駕駛者,起步時未注意安全,死亡1;受傷1,3,人,乘客,女,48,戴半罩式安全帽,非駕駛人,人的狀態,其他,其他,非汽、機及自行車,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,121.387116,24.938925
2024,1,20240101,223000,A1,澎湖縣政府警察局,澎湖縣湖西鄉縣204線 7公里530.0公尺處,陰,有照明且開啟,縣道,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),快慢車道分隔線,有,車輛本身,撞建築物,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,63,戴半罩式安全帽,不明,不明,不明,機車與自行車,前車頭,,,駕駛者,恍神、緊張、心不在焉分心駕駛,否,119.641137,23.562740
2024,1,20240101,223000,A1,澎湖縣政府警察局,澎湖縣湖西鄉縣204線 7公里530.0公尺處,陰,有照明且開啟,縣道,50,單路部分,直路,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,雙向禁止超車線,附標記,車道線(無標記),快慢車道分隔線,有,車輛本身,撞建築物,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,2,,,無或物(動物、堆置物),-1,,,,,,,,,無(非車輛駕駛人因素),尚未發現肇事因素,否,119.641137,23.562740
2024,1,20240101,231920,A1,桃園市政府警察局,桃園市八德區天祥街附近 / 桃園市八德區國道2號橋下便道口,晴,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡1;受傷1,1,機車,普通重型,男,32,戴半罩式安全帽,未使用,車的狀態,向前直行中,機車與自行車,左側車身,,,駕駛者,違反閃光號誌,否,121.301528,24.974739
2024,1,20240101,231920,A1,桃園市政府警察局,桃園市八德區天祥街附近 / 桃園市八德區國道2號橋下便道口,晴,有照明且開啟,市區道路,30,交岔路,四岔路,交叉路口,交叉路口內,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,閃光號誌,正常,無,無分向設施,未繪設車道線,未繪設快慢車道分隔線,無,車與車,路口交岔撞,駕駛者,違反閃光號誌,死亡1;受傷1,2,大貨車,營業用,男,30,繫安全帶(使用幼童安全椅),未使用,車的狀態,向前直行中,汽車,前車頭,,,駕駛者,未依規定減速,否,121.301528,24.974739
2024,1,20240102,093056,A1,花蓮縣警察局,花蓮縣秀林鄉台9丁線 68公里500.0公尺處,陰,無照明,省道,50,單路部分,彎曲路及附近,路段,路肩、路緣,柏油,乾燥,無缺陷,無障礙物,無遮蔽物,良好,無號誌,無號誌,行車分向線,無標記,未繪設車道線,未繪設快慢車道分隔線,有,車輛本身,衝出路外,駕駛者,恍神、緊張、心不在焉分心駕駛,死亡1;受傷0,1,機車,普通重型,男,23,戴半罩式安全帽,不明,車的狀態,左轉彎,機車與自行車,右側車身,機車與自行車,左側車身,駕駛者,恍神、緊張、心不在焉分心駕駛,否,121.739574,24.264545
